"rt,""stimulus"",""key_press"",""type"",""part"",""color"",""position"",""trial_type"",""trial_index"",""time_elapsed"",""internal_node_id"",""subject"",""accuracy"""
"372.5149999954738,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""159"",""150019"",""0.0-3.0-0.1-1.65"",""afge"",""true"""
"500.49000000581145,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""161"",""151024"",""0.0-3.0-0.1-1.66"",""afge"",""true"""
"334.03999998699874,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""163"",""151862"",""0.0-3.0-0.1-1.67"",""afge"",""true"""
"496.7750000068918,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""165"",""152873"",""0.0-3.0-0.1-1.68"",""afge"",""true"""
"271.70500002102926,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""167"",""153655"",""0.0-3.0-0.1-1.69"",""afge"",""true"""
"486.670000012964,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""169"",""154648"",""0.0-3.0-0.1-1.70"",""afge"",""true"""
"327.95499998610467,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""171"",""155486"",""0.0-3.0-0.1-1.71"",""afge"",""true"""
"433.1399999791756,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""174"",""162483"",""0.0-3.0-0.2-1.72"",""afge"",""true"""
"358.22999995434657,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""176"",""163352"",""0.0-3.0-0.2-1.73"",""afge"",""true"""
"424.7249999898486,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""178"",""164288"",""0.0-3.0-0.2-1.74"",""afge"",""true"""
"397.0700000063516,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""180"",""165188"",""0.0-3.0-0.2-1.75"",""afge"",""true"""
"333.8799999910407,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""182"",""166026"",""0.0-3.0-0.2-1.76"",""afge"",""true"""
"376.9800000009127,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""76"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""184"",""166913"",""0.0-3.0-0.2-1.77"",""afge"",""false"""
"519.0299999667332,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""186"",""167944"",""0.0-3.0-0.2-1.78"",""afge"",""true"""
"339.58499995060265,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""188"",""168790"",""0.0-3.0-0.2-1.79"",""afge"",""true"""
"364.3700000247918,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""76"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""190"",""169665"",""0.0-3.0-0.2-1.80"",""afge"",""false"""
"561.7399999755435,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""192"",""170736"",""0.0-3.0-0.2-1.81"",""afge"",""true"""
"786.2350000068545,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""194"",""172025"",""0.0-3.0-0.2-1.82"",""afge"",""true"""
"481.1699999845587,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""196"",""173017"",""0.0-3.0-0.2-1.83"",""afge"",""true"""
"365.7200000016019,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""198"",""173898"",""0.0-3.0-0.2-1.84"",""afge"",""true"""
"465.16000002156943,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""200"",""174872"",""0.0-3.0-0.2-1.85"",""afge"",""true"""
"409.8050000029616,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""202"",""175782"",""0.0-3.0-0.2-1.86"",""afge"",""true"""
"319.1550000337884,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""83"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""204"",""176604"",""0.0-3.0-0.2-1.87"",""afge"",""false"""
"420.7649999880232,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""206"",""177533"",""0.0-3.0-0.2-1.88"",""afge"",""true"""
"432.2350000147708,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""208"",""178468"",""0.0-3.0-0.2-1.89"",""afge"",""true"""
"386.11999998101965,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""210"",""179366"",""0.0-3.0-0.2-1.90"",""afge"",""true"""
"396.6750000254251,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""212"",""180272"",""0.0-3.0-0.2-1.91"",""afge"",""true"""
"617.9300000076182,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""214"",""181402"",""0.0-3.0-0.2-1.92"",""afge"",""true"""
"367.45499999960884,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""216"",""182277"",""0.0-3.0-0.2-1.93"",""afge"",""true"""
"463.3599999942817,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""218"",""183244"",""0.0-3.0-0.2-1.94"",""afge"",""true"""
"533.5299999569543,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""220"",""184281"",""0.0-3.0-0.2-1.95"",""afge"",""true"""
"353.03499997826293,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""222"",""185144"",""0.0-3.0-0.2-1.96"",""afge"",""true"""
"495.7200000062585,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""224"",""186157"",""0.0-3.0-0.2-1.97"",""afge"",""true"""
"321.06499996734783,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""76"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""226"",""186987"",""0.0-3.0-0.2-1.98"",""afge"",""false"""
"522.8450000286102,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""228"",""188020"",""0.0-3.0-0.2-1.99"",""afge"",""true"""
"364.21000002883375,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""230"",""188891"",""0.0-3.0-0.2-1.100"",""afge"",""true"""
"531.7849999992177,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""232"",""189931"",""0.0-3.0-0.2-1.101"",""afge"",""true"""
"474.8399999807589,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""234"",""190910"",""0.0-3.0-0.2-1.102"",""afge"",""true"""
"493.30000003101304,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""236"",""191921"",""0.0-3.0-0.2-1.103"",""afge"",""true"""
"491.73000000882894,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""238"",""192915"",""0.0-3.0-0.2-1.104"",""afge"",""true"""
"374.56999998539686,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""76"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""240"",""193805"",""0.0-3.0-0.2-1.105"",""afge"",""false"""
"441.8650000006892,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""83"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""242"",""194758"",""0.0-3.0-0.2-1.106"",""afge"",""false"""
"790.1199999614619,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""244"",""196060"",""0.0-3.0-0.2-1.107"",""afge"",""true"""
"456.8449999787845,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""247"",""219417"",""0.0-3.0-0.3-1.108"",""afge"",""true"""
"339.71499995095655,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""249"",""220264"",""0.0-3.0-0.3-1.109"",""afge"",""true"""
"388.63499998115003,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""251"",""221171"",""0.0-3.0-0.3-1.110"",""afge"",""true"""
"390.7300000428222,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""253"",""222064"",""0.0-3.0-0.3-1.111"",""afge"",""true"""
"259.699999995064,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""255"",""222836"",""0.0-3.0-0.3-1.112"",""afge"",""true"""
"322.56000000052154,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""257"",""223672"",""0.0-3.0-0.3-1.113"",""afge"",""true"""
"464.4099999568425,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""259"",""224639"",""0.0-3.0-0.3-1.114"",""afge"",""true"""
"495.73000002419576,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""261"",""225644"",""0.0-3.0-0.3-1.115"",""afge"",""true"""
"462.9049999639392,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""263"",""226624"",""0.0-3.0-0.3-1.116"",""afge"",""true"""
"559.0850000153296,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""265"",""227694"",""0.0-3.0-0.3-1.117"",""afge"",""true"""
"680.4300000076182,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""76"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""267"",""228885"",""0.0-3.0-0.3-1.118"",""afge"",""false"""
"495.49499998101965,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""269"",""229883"",""0.0-3.0-0.3-1.119"",""afge"",""true"""
"507.7999999630265,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""271"",""230894"",""0.0-3.0-0.3-1.120"",""afge"",""true"""
"303.4750000224449,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""83"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""273"",""231709"",""0.0-3.0-0.3-1.121"",""afge"",""false"""
"942.3400000086986,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""275"",""233166"",""0.0-3.0-0.3-1.122"",""afge"",""true"""
"602.7750000357628,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""277"",""234271"",""0.0-3.0-0.3-1.123"",""afge"",""true"""
"465.1300000259653,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""279"",""235247"",""0.0-3.0-0.3-1.124"",""afge"",""true"""
"470.55999998701736,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""281"",""236239"",""0.0-3.0-0.3-1.125"",""afge"",""true"""
"412.47999999905005,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""283"",""237154"",""0.0-3.0-0.3-1.126"",""afge"",""true"""
"373.97999997483566,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""83"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""285"",""238032"",""0.0-3.0-0.3-1.127"",""afge"",""false"""
"371.0799999535084,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""287"",""238920"",""0.0-3.0-0.3-1.128"",""afge"",""true"""
"473.5499999951571,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""289"",""239897"",""0.0-3.0-0.3-1.129"",""afge"",""true"""
"680.1350000314415,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""291"",""241094"",""0.0-3.0-0.3-1.130"",""afge"",""true"""
"520.844999991823,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""293"",""242122"",""0.0-3.0-0.3-1.131"",""afge"",""true"""
"593.5949999839067,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""295"",""243224"",""0.0-3.0-0.3-1.132"",""afge"",""true"""
"621.770000027027,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""297"",""244352"",""0.0-3.0-0.3-1.133"",""afge"",""true"""
"398.11499998904765,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""299"",""245261"",""0.0-3.0-0.3-1.134"",""afge"",""true"""
"588.0849999957718,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""301"",""246358"",""0.0-3.0-0.3-1.135"",""afge"",""true"""
"514.2249999917112,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""83"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""303"",""247376"",""0.0-3.0-0.3-1.136"",""afge"",""false"""
"654.0249999961816,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""305"",""248533"",""0.0-3.0-0.3-1.137"",""afge"",""true"""
"465.21500003291294,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""right"",""html-keyboard-response"",""307"",""249506"",""0.0-3.0-0.3-1.138"",""afge"",""true"""
"533.7299999664538,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""left"",""html-keyboard-response"",""309"",""250543"",""0.0-3.0-0.3-1.139"",""afge"",""true"""
"497.0200000097975,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""371.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""left"",""html-keyboard-response"",""311"",""251544"",""0.0-3.0-0.3-1.140"",""afge"",""true"""
"537.2750000096858,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""1114.5"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""right"",""html-keyboard-response"",""313"",""252584"",""0.0-3.0-0.3-1.141"",""afge"",""true"""
"471.5650000143796,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""red""""/></svg>"",""76"",""stim_present"",""test"",""red"",""middle"",""html-keyboard-response"",""315"",""253565"",""0.0-3.0-0.3-1.142"",""afge"",""true"""
"395.3149999724701,""<svg height=""""704"""" width=""""1486""""><rect height=""""70.4"""" width=""""70.4""""y=""""316.8""""x=""""707.8"""" fill=""""green""""/></svg>"",""83"",""stim_present"",""test"",""green"",""middle"",""html-keyboard-response"",""317"",""254469"",""0.0-3.0-0.3-1.143"",""afge"",""true"""
