Group,Word,Validity,Condition,Round,ID_1,ID_2,Year
1701,search,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,heal,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,hear,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,race,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,seal,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,real,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,car,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,cars,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,ear,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,eras,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,era,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,ears,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,he,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,sea,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,as,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,hers,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,has,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,case,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,chase,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,arch,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,arches,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,ace,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,aces,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,sale,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,reach,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,laser,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,chase,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1701,cash,1,Type_1,2,euXQGFGfc,gj6PxQbd6,17
1708,chase,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,car,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,cars,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,sale,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,seal,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,case,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,race,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,races,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,lace,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,laces,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,rash,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,heal,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,heals,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,hare,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,hares,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,care,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,cares,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,her,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,her,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,hers,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,cash,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,cars,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,carse,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,real,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,share,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,search,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,clear,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,hear,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,hears,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,share,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,leash,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,sear,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,case,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,arch,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,ale,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,arc,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,arse,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,ear,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,ears,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,era,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,eras,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1708,acres,1,Type_1,2,ylyjJTtUa,pMkk89CN2,17
1713,races,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,lace,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,laces,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,race,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,races,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,car,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,cars,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,shale,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,care,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,cares,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,heal,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,case,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,seal,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,real,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,hare,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,hares,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,sear,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,sea,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,seal,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,ace,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,aces,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,crash,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,ale,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,arc,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,arcs,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,arch,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,ear,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,ears,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,earl,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,earl,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,earls,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,chase,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1713,arse,1,Type_1,2,req8mooHO,EqVAWGoFs,17
1710,sea,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,heal,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,heals,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,car,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,cars,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,reach,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,real,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,ache,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,leach,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,lear,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,real,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,reals,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,she,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,he,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,shea,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,seal,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,hear,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,hears,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,chase,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,has,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,arse,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,search,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,leash,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,lash,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,rash,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,cash,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,hale,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,ear,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,lear,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1710,leach,1,Type_0,2,3oCPn2lZC,cF4q5aTzO,17
1709,has,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,scar,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,case,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,seal,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,heal,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,real,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,lace,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,laser,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,case,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,race,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,hale,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,haler,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,reach,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,leach,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,reach,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,car,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,cars,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,hear,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,hears,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,ear,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,ears,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,era,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,eras,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,res,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,real,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,char,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,chars,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,search,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,her,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,hers,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,he,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,hes,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,reach,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1709,sea,1,Type_1,2,TOuPABJpH,c97gMUcQ6,17
1711,has,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,arse,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,laser,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,case,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,race,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,crash,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,clash,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,car,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,cars,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,hare,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,hares,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,care,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,hear,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,cares,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,seal,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,real,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,heal,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,sea,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,carl,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,as,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,rash,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,ear,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,ears,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,scar,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,arc,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,search,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,reach,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,leach,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,lash,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,cash,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1711,rash,1,Type_1,2,7kFJxdmGu,x1KRHt166,17
1703,search,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,race,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,chase,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,races,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,case,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,care,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,cares,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,reach,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,car,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,cars,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,lase,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,lacer,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,laser,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,hear,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,ear,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,ears,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,her,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,she,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,he,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,hes,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,chase,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,sear,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,seal,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1703,leach,1,Type_0,2,vBBoGYb80,t7SNYioUo,17
1705,search,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,race,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,races,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,laser,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,case,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,car,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,cars,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,her,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,hers,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,arse,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,sale,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,scale,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,heal,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,heals,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,seal,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,chase,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,ace,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,aces,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,crash,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,lash,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,rash,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,cash,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,as,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,ear,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,ears,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,are,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,hare,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1705,hares,1,Type_0,2,t2YVPYZKE,GByx75rHq,17
1707,chase,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,hare,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,chear,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,sea,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,race,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,races,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,hear,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,hears,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,her,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,he,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,car,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,cars,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,share,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,res,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,rec,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,recs,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,sec,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,lace,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,laces,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,ear,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,ears,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,hears,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,seal,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,hale,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,ace,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,aces,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,heal,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,heals,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,ale,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,ales,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,case,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,care,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,cares,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,leash,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,scale,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,scar,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,sale,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,sal,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1707,real,1,Type_1,2,RvTIw5pYa,sf66omHEV,17
1702,real,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,sea,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,seal,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,heal,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,heals,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,case,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,hear,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,hears,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,chase,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,clear,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,clears,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,has,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,ale,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,ales,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,real,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,ace,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,aces,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,lace,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,laces,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,share,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,scare,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,scar,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,car,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,cars,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,carl,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,leach,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,sear,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,race,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,races,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,lace,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,laser,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,shea,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,sec,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,rec,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,real,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,char,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,crash,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
1702,lash,1,Type_0,2,SKyt2yBGC,TMo5J6rJu,17
