Group,Word,Validity,Condition,Round,ID
11,mash,1,Type_1,3,7kFJxdmGu
11,mast,1,Type_1,3,7kFJxdmGu
11,met,1,Type_1,3,7kFJxdmGu
11,cat,1,Type_1,3,7kFJxdmGu
11,cats,1,Type_1,3,7kFJxdmGu
11,scat,1,Type_1,3,7kFJxdmGu
11,shat,1,Type_1,3,7kFJxdmGu
11,same,1,Type_1,3,7kFJxdmGu
11,ate,1,Type_1,3,7kFJxdmGu
11,eat,1,Type_1,3,7kFJxdmGu
11,tame,1,Type_1,3,7kFJxdmGu
11,team,1,Type_1,3,7kFJxdmGu
11,teams,1,Type_1,3,7kFJxdmGu
11,hat,1,Type_1,3,7kFJxdmGu
11,hats,1,Type_1,3,7kFJxdmGu
11,mats,1,Type_1,3,7kFJxdmGu
11,stem,1,Type_1,3,7kFJxdmGu
11,steam,1,Type_1,3,7kFJxdmGu
11,meat,1,Type_1,3,7kFJxdmGu
11,meats,1,Type_1,3,7kFJxdmGu
11,seam,1,Type_1,3,7kFJxdmGu
11,ham,1,Type_1,3,7kFJxdmGu
11,hams,1,Type_1,3,7kFJxdmGu
11,seat,1,Type_1,3,7kFJxdmGu
11,heat,1,Type_1,3,7kFJxdmGu
11,case,1,Type_1,3,7kFJxdmGu
11,came,1,Type_1,3,7kFJxdmGu
11,me,1,Type_1,3,7kFJxdmGu
11,ace,1,Type_1,3,7kFJxdmGu
11,at,1,Type_1,3,7kFJxdmGu
11,cash,1,Type_1,3,7kFJxdmGu
11,east,1,Type_1,3,7kFJxdmGu
11,mat,1,Type_1,3,7kFJxdmGu
11,tea,1,Type_1,3,7kFJxdmGu
11,tech,1,Type_1,3,7kFJxdmGu
11,as,1,Type_1,3,7kFJxdmGu
11,has,1,Type_1,3,7kFJxdmGu
11,mate,1,Type_1,3,7kFJxdmGu
11,hat,1,Type_1,3,7kFJxdmGu
11,hate,1,Type_1,3,7kFJxdmGu
11,cash,1,Type_1,3,7kFJxdmGu
11,mash,1,Type_1,3,7kFJxdmGu
11,cheat,1,Type_1,3,7kFJxdmGu
11,cheats,1,Type_1,3,7kFJxdmGu
5,sae,1,Type_0,3,t2YVPYZKE
5,same,1,Type_0,3,t2YVPYZKE
5,set,1,Type_0,3,t2YVPYZKE
5,sat,1,Type_0,3,t2YVPYZKE
5,ate,1,Type_0,3,t2YVPYZKE
5,cast,1,Type_0,3,t2YVPYZKE
5,haste,1,Type_0,3,t2YVPYZKE
5,tame,1,Type_0,3,t2YVPYZKE
5,same,1,Type_0,3,t2YVPYZKE
5,came,1,Type_0,3,t2YVPYZKE
5,mate,1,Type_0,3,t2YVPYZKE
5,mates,1,Type_0,3,t2YVPYZKE
5,hat,1,Type_0,3,t2YVPYZKE
5,hate,1,Type_0,3,t2YVPYZKE
5,hats,1,Type_0,3,t2YVPYZKE
5,cat,1,Type_0,3,t2YVPYZKE
5,cats,1,Type_0,3,t2YVPYZKE
5,mat,1,Type_0,3,t2YVPYZKE
5,mats,1,Type_0,3,t2YVPYZKE
5,met,1,Type_0,3,t2YVPYZKE
5,shat,1,Type_0,3,t2YVPYZKE
5,mat,1,Type_0,3,t2YVPYZKE
5,mats,1,Type_0,3,t2YVPYZKE
5,hem,1,Type_0,3,t2YVPYZKE
5,hems,1,Type_0,3,t2YVPYZKE
5,mast,1,Type_0,3,t2YVPYZKE
5,hems,1,Type_0,3,t2YVPYZKE
5,shame,1,Type_0,3,t2YVPYZKE
5,ace,1,Type_0,3,t2YVPYZKE
5,aces,1,Type_0,3,t2YVPYZKE
5,mac,1,Type_0,3,t2YVPYZKE
5,macs,1,Type_0,3,t2YVPYZKE
5,tace,1,Type_0,3,t2YVPYZKE
5,taces,1,Type_0,3,t2YVPYZKE
5,scam,1,Type_0,3,t2YVPYZKE
5,haste,1,Type_0,3,t2YVPYZKE
5,ham,1,Type_0,3,t2YVPYZKE
5,hams,1,Type_0,3,t2YVPYZKE
5,mash,1,Type_0,3,t2YVPYZKE
5,shame,1,Type_0,3,t2YVPYZKE
5,seat,1,Type_0,3,t2YVPYZKE
5,meat,1,Type_0,3,t2YVPYZKE
5,cheat,1,Type_0,3,t2YVPYZKE
5,cam,1,Type_0,3,t2YVPYZKE
5,cams,1,Type_0,3,t2YVPYZKE
5,cheats,1,Type_0,3,t2YVPYZKE
5,cash,1,Type_0,3,t2YVPYZKE
5,heat,1,Type_0,3,t2YVPYZKE
5,heats,1,Type_0,3,t2YVPYZKE
5,as,1,Type_0,3,t2YVPYZKE
5,ash,1,Type_0,3,t2YVPYZKE
5,shame,1,Type_0,3,t2YVPYZKE
5,tea,1,Type_0,3,t2YVPYZKE
5,teas,1,Type_0,3,t2YVPYZKE
5,team,1,Type_0,3,t2YVPYZKE
5,teams,1,Type_0,3,t2YVPYZKE
5,mesh,1,Type_0,3,t2YVPYZKE
5,sham,1,Type_0,3,t2YVPYZKE
5,at,1,Type_0,3,t2YVPYZKE
5,has,1,Type_0,3,t2YVPYZKE
5,haste,1,Type_0,3,t2YVPYZKE
5,hast,1,Type_0,3,t2YVPYZKE
5,sac,1,Type_0,3,t2YVPYZKE
5,mat,1,Type_0,3,t2YVPYZKE
5,mate,1,Type_0,3,t2YVPYZKE
2,tech,1,Type_0,3,SKyt2yBGC
2,case,1,Type_0,3,SKyt2yBGC
2,chase,1,Type_0,3,SKyt2yBGC
2,came,1,Type_0,3,SKyt2yBGC
2,tame,1,Type_0,3,SKyt2yBGC
2,tames,1,Type_0,3,SKyt2yBGC
2,cat,1,Type_0,3,SKyt2yBGC
2,cats,1,Type_0,3,SKyt2yBGC
2,hat,1,Type_0,3,SKyt2yBGC
2,hats,1,Type_0,3,SKyt2yBGC
2,sat,1,Type_0,3,SKyt2yBGC
2,cam,1,Type_0,3,SKyt2yBGC
2,cash,1,Type_0,3,SKyt2yBGC
2,mash,1,Type_0,3,SKyt2yBGC
2,match,1,Type_0,3,SKyt2yBGC
2,matches,1,Type_0,3,SKyt2yBGC
2,matches,1,Type_0,3,SKyt2yBGC
2,hate,1,Type_0,3,SKyt2yBGC
2,hate,1,Type_0,3,SKyt2yBGC
2,shame,1,Type_0,3,SKyt2yBGC
2,tea,1,Type_0,3,SKyt2yBGC
2,ate,1,Type_0,3,SKyt2yBGC
2,eat,1,Type_0,3,SKyt2yBGC
2,team,1,Type_0,3,SKyt2yBGC
2,teams,1,Type_0,3,SKyt2yBGC
2,eats,1,Type_0,3,SKyt2yBGC
2,mate,1,Type_0,3,SKyt2yBGC
2,mates,1,Type_0,3,SKyt2yBGC
2,came,1,Type_0,3,SKyt2yBGC
2,met,1,Type_0,3,SKyt2yBGC
2,meat,1,Type_0,3,SKyt2yBGC
2,he,1,Type_0,3,SKyt2yBGC
2,has,1,Type_0,3,SKyt2yBGC
2,cash,1,Type_0,3,SKyt2yBGC
2,ache,1,Type_0,3,SKyt2yBGC
2,aches,1,Type_0,3,SKyt2yBGC
2,steam,1,Type_0,3,SKyt2yBGC
2,stem,1,Type_0,3,SKyt2yBGC
2,mash,1,Type_0,3,SKyt2yBGC
2,mac,1,Type_0,3,SKyt2yBGC
2,cat,1,Type_0,3,SKyt2yBGC
2,cats,1,Type_0,3,SKyt2yBGC
2,shat,1,Type_0,3,SKyt2yBGC
2,hets,1,Type_0,3,SKyt2yBGC
2,ham,1,Type_0,3,SKyt2yBGC
2,hams,1,Type_0,3,SKyt2yBGC
2,hams,1,Type_0,3,SKyt2yBGC
2,scam,1,Type_0,3,SKyt2yBGC
2,heat,1,Type_0,3,SKyt2yBGC
2,heat,1,Type_0,3,SKyt2yBGC
2,heats,1,Type_0,3,SKyt2yBGC
2,hate,1,Type_0,3,SKyt2yBGC
2,math,1,Type_0,3,SKyt2yBGC
2,cash,1,Type_0,3,SKyt2yBGC
2,case,1,Type_0,3,SKyt2yBGC
2,sea,1,Type_0,3,SKyt2yBGC
2,ace,1,Type_0,3,SKyt2yBGC
2,aces,1,Type_0,3,SKyt2yBGC
2,meta,1,Type_0,3,SKyt2yBGC
2,mash,1,Type_0,3,SKyt2yBGC
2,team,1,Type_0,3,SKyt2yBGC
2,teams,1,Type_0,3,SKyt2yBGC
2,chase,1,Type_0,3,SKyt2yBGC
2,hate,1,Type_0,3,SKyt2yBGC
2,shat,1,Type_0,3,SKyt2yBGC
2,eats,1,Type_0,3,SKyt2yBGC
2,ash,1,Type_0,3,SKyt2yBGC
2,hat,1,Type_0,3,SKyt2yBGC
2,has,1,Type_0,3,SKyt2yBGC
2,stem,1,Type_0,3,SKyt2yBGC
1,cash,1,Type_1,3,gj6PxQbd6
1,meat,1,Type_1,3,gj6PxQbd6
1,chase,1,Type_1,3,gj6PxQbd6
1,east,1,Type_1,3,gj6PxQbd6
1,ace,1,Type_1,3,gj6PxQbd6
1,has,1,Type_1,3,gj6PxQbd6
1,as,1,Type_1,3,gj6PxQbd6
1,tea,1,Type_1,3,gj6PxQbd6
1,he,1,Type_1,3,gj6PxQbd6
1,met,1,Type_1,3,gj6PxQbd6
1,hat,1,Type_1,3,gj6PxQbd6
1,set,1,Type_1,3,gj6PxQbd6
1,hats,1,Type_1,3,gj6PxQbd6
1,mast,1,Type_1,3,gj6PxQbd6
1,mate,1,Type_1,3,gj6PxQbd6
1,meta,1,Type_1,3,gj6PxQbd6
1,eat,1,Type_1,3,gj6PxQbd6
1,seat,1,Type_1,3,gj6PxQbd6
1,cat,1,Type_1,3,gj6PxQbd6
1,cats,1,Type_1,3,gj6PxQbd6
8,team,1,Type_1,3,pMkk89CN2
8,teams,1,Type_1,3,pMkk89CN2
8,meat,1,Type_1,3,pMkk89CN2
8,cash,1,Type_1,3,pMkk89CN2
8,case,1,Type_1,3,pMkk89CN2
8,cast,1,Type_1,3,pMkk89CN2
8,haste,1,Type_1,3,pMkk89CN2
8,chaste,1,Type_1,3,pMkk89CN2
8,meats,1,Type_1,3,pMkk89CN2
8,heat,1,Type_1,3,pMkk89CN2
8,heats,1,Type_1,3,pMkk89CN2
8,came,1,Type_1,3,pMkk89CN2
8,mate,1,Type_1,3,pMkk89CN2
8,mates,1,Type_1,3,pMkk89CN2
8,hate,1,Type_1,3,pMkk89CN2
8,shame,1,Type_1,3,pMkk89CN2
8,mesh,1,Type_1,3,pMkk89CN2
8,met,1,Type_1,3,pMkk89CN2
8,mat,1,Type_1,3,pMkk89CN2
8,mats,1,Type_1,3,pMkk89CN2
8,cat,1,Type_1,3,pMkk89CN2
8,cats,1,Type_1,3,pMkk89CN2
8,cate,1,Type_1,3,pMkk89CN2
8,cheat,1,Type_1,3,pMkk89CN2
8,cheats,1,Type_1,3,pMkk89CN2
8,sham,1,Type_1,3,pMkk89CN2
8,sham,1,Type_1,3,pMkk89CN2
8,shame,1,Type_1,3,pMkk89CN2
8,hem,1,Type_1,3,pMkk89CN2
8,hems,1,Type_1,3,pMkk89CN2
8,ham,1,Type_1,3,pMkk89CN2
8,hams,1,Type_1,3,pMkk89CN2
8,steam,1,Type_1,3,pMkk89CN2
8,tame,1,Type_1,3,pMkk89CN2
8,tames,1,Type_1,3,pMkk89CN2
8,scam,1,Type_1,3,pMkk89CN2
8,same,1,Type_1,3,pMkk89CN2
8,stem,1,Type_1,3,pMkk89CN2
8,chat,1,Type_1,3,pMkk89CN2
8,chats,1,Type_1,3,pMkk89CN2
8,hat,1,Type_1,3,pMkk89CN2
8,hats,1,Type_1,3,pMkk89CN2
8,mash,1,Type_1,3,pMkk89CN2
8,steam,1,Type_1,3,pMkk89CN2
8,ah,1,Type_1,3,pMkk89CN2
8,ahs,1,Type_1,3,pMkk89CN2
8,ate,1,Type_1,3,pMkk89CN2
8,eat,1,Type_1,3,pMkk89CN2
8,eats,1,Type_1,3,pMkk89CN2
8,ache,1,Type_1,3,pMkk89CN2
8,aches,1,Type_1,3,pMkk89CN2
8,ash,1,Type_1,3,pMkk89CN2
8,act,1,Type_1,3,pMkk89CN2
8,acts,1,Type_1,3,pMkk89CN2
8,haste,1,Type_1,3,pMkk89CN2
8,hast,1,Type_1,3,pMkk89CN2
8,caste,1,Type_1,3,pMkk89CN2
8,seam,1,Type_1,3,pMkk89CN2
8,chest,1,Type_1,3,pMkk89CN2
8,meta,1,Type_1,3,pMkk89CN2
8,meats,1,Type_1,3,pMkk89CN2
8,cams,1,Type_1,3,pMkk89CN2
8,cast,1,Type_1,3,pMkk89CN2
8,sate,1,Type_1,3,pMkk89CN2
8,chasm,1,Type_1,3,pMkk89CN2
8,heat,1,Type_1,3,pMkk89CN2
8,heats,1,Type_1,3,pMkk89CN2
8,cam,1,Type_1,3,pMkk89CN2
8,aches,1,Type_1,3,pMkk89CN2
8,haste,1,Type_1,3,pMkk89CN2
8,set,1,Type_1,3,pMkk89CN2
8,seat,1,Type_1,3,pMkk89CN2
8,sat,1,Type_1,3,pMkk89CN2
8,tame,1,Type_1,3,pMkk89CN2
8,tames,1,Type_1,3,pMkk89CN2
8,met,1,Type_1,3,pMkk89CN2
8,mesh,1,Type_1,3,pMkk89CN2
8,mash,1,Type_1,3,pMkk89CN2
13,mate,1,Type_1,3,EqVAWGoFs
13,mates,1,Type_1,3,EqVAWGoFs
13,met,1,Type_1,3,EqVAWGoFs
13,cat,1,Type_1,3,EqVAWGoFs
13,cats,1,Type_1,3,EqVAWGoFs
13,haste,1,Type_1,3,EqVAWGoFs
13,caste,1,Type_1,3,EqVAWGoFs
13,cast,1,Type_1,3,EqVAWGoFs
13,case,1,Type_1,3,EqVAWGoFs
13,shat,1,Type_1,3,EqVAWGoFs
13,sham,1,Type_1,3,EqVAWGoFs
13,mash,1,Type_1,3,EqVAWGoFs
13,mast,1,Type_1,3,EqVAWGoFs
13,came,1,Type_1,3,EqVAWGoFs
13,cam,1,Type_1,3,EqVAWGoFs
13,hate,1,Type_1,3,EqVAWGoFs
13,them,1,Type_1,3,EqVAWGoFs
13,the,1,Type_1,3,EqVAWGoFs
13,ate,1,Type_1,3,EqVAWGoFs
13,eat,1,Type_1,3,EqVAWGoFs
13,eats,1,Type_1,3,EqVAWGoFs
13,tame,1,Type_1,3,EqVAWGoFs
13,tames,1,Type_1,3,EqVAWGoFs
13,set,1,Type_1,3,EqVAWGoFs
13,sat,1,Type_1,3,EqVAWGoFs
13,ham,1,Type_1,3,EqVAWGoFs
13,hams,1,Type_1,3,EqVAWGoFs
13,sate,1,Type_1,3,EqVAWGoFs
13,stem,1,Type_1,3,EqVAWGoFs
13,chaste,1,Type_1,3,EqVAWGoFs
13,chase,1,Type_1,3,EqVAWGoFs
13,chest,1,Type_1,3,EqVAWGoFs
13,tech,1,Type_1,3,EqVAWGoFs
13,techs,1,Type_1,3,EqVAWGoFs
13,teach,1,Type_1,3,EqVAWGoFs
13,team,1,Type_1,3,EqVAWGoFs
13,teams,1,Type_1,3,EqVAWGoFs
13,seam,1,Type_1,3,EqVAWGoFs
13,seat,1,Type_1,3,EqVAWGoFs
13,heat,1,Type_1,3,EqVAWGoFs
13,sea,1,Type_1,3,EqVAWGoFs
13,seat,1,Type_1,3,EqVAWGoFs
13,east,1,Type_1,3,EqVAWGoFs
13,sha,1,Type_1,3,EqVAWGoFs
13,sham,1,Type_1,3,EqVAWGoFs
13,tame,1,Type_1,3,EqVAWGoFs
13,tames,1,Type_1,3,EqVAWGoFs
13,cat,1,Type_1,3,EqVAWGoFs
13,cats,1,Type_1,3,EqVAWGoFs
13,the,1,Type_1,3,EqVAWGoFs
13,scat,1,Type_1,3,EqVAWGoFs
13,same,1,Type_1,3,EqVAWGoFs
13,set,1,Type_1,3,EqVAWGoFs
13,hate,1,Type_1,3,EqVAWGoFs
13,case,1,Type_1,3,EqVAWGoFs
13,cash,1,Type_1,3,EqVAWGoFs
13,mesh,1,Type_1,3,EqVAWGoFs
13,ache,1,Type_1,3,EqVAWGoFs
13,aches,1,Type_1,3,EqVAWGoFs
13,mach,1,Type_1,3,EqVAWGoFs
13,ate,1,Type_1,3,EqVAWGoFs
13,eta,1,Type_1,3,EqVAWGoFs
13,team,1,Type_1,3,EqVAWGoFs
13,teams,1,Type_1,3,EqVAWGoFs
13,heat,1,Type_1,3,EqVAWGoFs
13,heats,1,Type_1,3,EqVAWGoFs
13,each,1,Type_1,3,EqVAWGoFs
7,tame,1,Type_1,3,RvTIw5pYa
7,eat,1,Type_1,3,RvTIw5pYa
7,heat,1,Type_1,3,RvTIw5pYa
7,seat,1,Type_1,3,RvTIw5pYa
7,sea,1,Type_1,3,RvTIw5pYa
7,sec,1,Type_1,3,RvTIw5pYa
7,hate,1,Type_1,3,RvTIw5pYa
7,mate,1,Type_1,3,RvTIw5pYa
7,mates,1,Type_1,3,RvTIw5pYa
7,he,1,Type_1,3,RvTIw5pYa
7,she,1,Type_1,3,RvTIw5pYa
7,heat,1,Type_1,3,RvTIw5pYa
7,hat,1,Type_1,3,RvTIw5pYa
7,heats,1,Type_1,3,RvTIw5pYa
7,hats,1,Type_1,3,RvTIw5pYa
7,sat,1,Type_1,3,RvTIw5pYa
7,cat,1,Type_1,3,RvTIw5pYa
7,cate,1,Type_1,3,RvTIw5pYa
7,tea,1,Type_1,3,RvTIw5pYa
7,teas,1,Type_1,3,RvTIw5pYa
7,team,1,Type_1,3,RvTIw5pYa
7,tea1,1,Type_1,3,RvTIw5pYa
7,came,1,Type_1,3,RvTIw5pYa
7,cam,1,Type_1,3,RvTIw5pYa
7,same,1,Type_1,3,RvTIw5pYa
7,sate,1,Type_1,3,RvTIw5pYa
7,shame,1,Type_1,3,RvTIw5pYa
7,cast,1,Type_1,3,RvTIw5pYa
7,chase,1,Type_1,3,RvTIw5pYa
7,cheat,1,Type_1,3,RvTIw5pYa
7,cheats,1,Type_1,3,RvTIw5pYa
7,chat,1,Type_1,3,RvTIw5pYa
7,chats,1,Type_1,3,RvTIw5pYa
7,mast,1,Type_1,3,RvTIw5pYa
7,mash,1,Type_1,3,RvTIw5pYa
7,hast,1,Type_1,3,RvTIw5pYa
7,haste,1,Type_1,3,RvTIw5pYa
7,hate,1,Type_1,3,RvTIw5pYa
7,hat,1,Type_1,3,RvTIw5pYa
7,case,1,Type_1,3,RvTIw5pYa
7,came,1,Type_1,3,RvTIw5pYa
7,ash,1,Type_1,3,RvTIw5pYa
7,ate,1,Type_1,3,RvTIw5pYa
7,ace,1,Type_1,3,RvTIw5pYa
7,hat,1,Type_1,3,RvTIw5pYa
7,sat,1,Type_1,3,RvTIw5pYa
7,shame,1,Type_1,3,RvTIw5pYa
7,eats,1,Type_1,3,RvTIw5pYa
7,tea,1,Type_1,3,RvTIw5pYa
7,shat,1,Type_1,3,RvTIw5pYa
7,mat,1,Type_1,3,RvTIw5pYa
7,mats,1,Type_1,3,RvTIw5pYa
7,team,1,Type_1,3,RvTIw5pYa
7,tea1,1,Type_1,3,RvTIw5pYa
7,stem,1,Type_1,3,RvTIw5pYa
7,same,1,Type_1,3,RvTIw5pYa
1,has,1,Type_1,3,euXQGFGfc
1,mate,1,Type_1,3,euXQGFGfc
1,mats,1,Type_1,3,euXQGFGfc
1,hate,1,Type_1,3,euXQGFGfc
1,she,1,Type_1,3,euXQGFGfc
1,them,1,Type_1,3,euXQGFGfc
1,cat,1,Type_1,3,euXQGFGfc
1,cats,1,Type_1,3,euXQGFGfc
1,met,1,Type_1,3,euXQGFGfc
1,sat,1,Type_1,3,euXQGFGfc
1,ham,1,Type_1,3,euXQGFGfc
1,sham,1,Type_1,3,euXQGFGfc
1,shat,1,Type_1,3,euXQGFGfc
1,scat,1,Type_1,3,euXQGFGfc
1,scam,1,Type_1,3,euXQGFGfc
1,cam,1,Type_1,3,euXQGFGfc
1,came,1,Type_1,3,euXQGFGfc
1,haste,1,Type_1,3,euXQGFGfc
1,cast,1,Type_1,3,euXQGFGfc
1,caste,1,Type_1,3,euXQGFGfc
1,mash,1,Type_1,3,euXQGFGfc
1,team,1,Type_1,3,euXQGFGfc
1,teams,1,Type_1,3,euXQGFGfc
1,sea,1,Type_1,3,euXQGFGfc
1,as,1,Type_1,3,euXQGFGfc
1,sat,1,Type_1,3,euXQGFGfc
1,hat,1,Type_1,3,euXQGFGfc
1,heat,1,Type_1,3,euXQGFGfc
1,team,1,Type_1,3,euXQGFGfc
1,teas,1,Type_1,3,euXQGFGfc
1,tea,1,Type_1,3,euXQGFGfc
1,tech,1,Type_1,3,euXQGFGfc
1,am,1,Type_1,3,euXQGFGfc
1,hem,1,Type_1,3,euXQGFGfc
1,ate,1,Type_1,3,euXQGFGfc
1,eat,1,Type_1,3,euXQGFGfc
1,steam,1,Type_1,3,euXQGFGfc
1,set,1,Type_1,3,euXQGFGfc
1,steam,1,Type_1,3,euXQGFGfc
1,case,1,Type_1,3,euXQGFGfc
1,chase,1,Type_1,3,euXQGFGfc
1,mesh,1,Type_1,3,euXQGFGfc
1,the,1,Type_1,3,euXQGFGfc
1,meta,1,Type_1,3,euXQGFGfc
1,schema,1,Type_1,3,euXQGFGfc
1,cash,1,Type_1,3,euXQGFGfc
1,chase,1,Type_1,3,euXQGFGfc
1,hes,1,Type_1,3,euXQGFGfc
1,cam,1,Type_1,3,euXQGFGfc
1,set,1,Type_1,3,euXQGFGfc
1,seat,1,Type_1,3,euXQGFGfc
1,same,1,Type_1,3,euXQGFGfc
1,shame,1,Type_1,3,euXQGFGfc
1,tame,1,Type_1,3,euXQGFGfc
10,team,1,Type_0,3,cF4q5aTzO
10,tea,1,Type_0,3,cF4q5aTzO
10,teas,1,Type_0,3,cF4q5aTzO
10,tech,1,Type_0,3,cF4q5aTzO
10,teach,1,Type_0,3,cF4q5aTzO
10,teams,1,Type_0,3,cF4q5aTzO
10,ate,1,Type_0,3,cF4q5aTzO
10,ates,1,Type_0,3,cF4q5aTzO
10,met,1,Type_0,3,cF4q5aTzO
10,meat,1,Type_0,3,cF4q5aTzO
10,meats,1,Type_0,3,cF4q5aTzO
10,team,1,Type_0,3,cF4q5aTzO
10,teams,1,Type_0,3,cF4q5aTzO
10,seam,1,Type_0,3,cF4q5aTzO
10,mash,1,Type_0,3,cF4q5aTzO
10,mat,1,Type_0,3,cF4q5aTzO
10,mats,1,Type_0,3,cF4q5aTzO
10,mac,1,Type_0,3,cF4q5aTzO
10,me,1,Type_0,3,cF4q5aTzO
10,math,1,Type_0,3,cF4q5aTzO
10,maths,1,Type_0,3,cF4q5aTzO
10,set,1,Type_0,3,cF4q5aTzO
10,seat,1,Type_0,3,cF4q5aTzO
10,shame,1,Type_0,3,cF4q5aTzO
10,sham,1,Type_0,3,cF4q5aTzO
10,hat,1,Type_0,3,cF4q5aTzO
10,hats,1,Type_0,3,cF4q5aTzO
10,cat,1,Type_0,3,cF4q5aTzO
10,cats,1,Type_0,3,cF4q5aTzO
10,stem,1,Type_0,3,cF4q5aTzO
10,steam,1,Type_0,3,cF4q5aTzO
10,cash,1,Type_0,3,cF4q5aTzO
10,them,1,Type_0,3,cF4q5aTzO
10,he,1,Type_0,3,cF4q5aTzO
10,she,1,Type_0,3,cF4q5aTzO
10,mesh,1,Type_0,3,cF4q5aTzO
10,mash,1,Type_0,3,cF4q5aTzO
10,ate,1,Type_0,3,cF4q5aTzO
10,mate,1,Type_0,3,cF4q5aTzO
10,mates,1,Type_0,3,cF4q5aTzO
10,ham,1,Type_0,3,cF4q5aTzO
10,hams,1,Type_0,3,cF4q5aTzO
10,heat,1,Type_0,3,cF4q5aTzO
10,heats,1,Type_0,3,cF4q5aTzO
10,sat,1,Type_0,3,cF4q5aTzO
10,set,1,Type_0,3,cF4q5aTzO
